serial,latitude,longitude,height,type
677,52.34244,-1.29014,127.5,dump1090
678,48.0281,10.7168,628,dump1090
679,46.513888,6.656529,470,dump1090
680,53.8059,10.5033,33,dump1090
681,52.4469,13.1312,52,dump1090
682,43.5884,1.4364,135,dump1090
683,51.8783,-8.3951,5,dump1090
684,39.7029,20.7902,530,dump1090
685,53.077251,21.583275,110,dump1090
686,48.1005,13.4138,11,dump1090
687,51.5358,7.6138,65,dump1090
688,41.5376,2.0785,188,dump1090
689,49.4622,-2.5336,25,dump1090
690,40.4101,-3.6668,625,dump1090
691,52.532751,7.309251,32,dump1090
692,53.069716,22.9674,50,dump1090
693,60.1746,24.7882,24,dump1090
694,51.046734,13.798366,118,dump1090
695,53.571219,-3.059647,15,dump1090
696,49.0756,12.2011,364,dump1090
697,59.20928,17.91386,70.104,dump1090
698,54.975333,-2.013055,67,dump1090
699,51.9708,7.5958,66,dump1090
700,51.1384,0.2653,164,dump1090
701,48.04964,11.61375,560,dump1090
702,50.015514,8.216835,92,dump1090
703,0,0,0,dump1090
704,52.660295,4.832975,6,dump1090
705,55.5614,12.9869,95,dump1090
706,46.9337,7.5643,605,dump1090
707,46.954693,7.494527,15,dump1090
708,60.192139,24.94232,131,dump1090
709,52.090108,4.401765,29,dump1090
710,45.891568,13.487232,43,dump1090
711,51.4219,-0.2115,31.2,dump1090
712,44.81504,20.40225,110,dump1090
713,43.5322,-5.6611,50,dump1090
714,56.2013,15.2476,10,dump1090
715,48.1934,16.2691,215,dump1090
716,48.1934,16.2691,215,dump1090
